oci,citing,cited,creation,timespan,journal_sc,author_sc
061102295324-0660967618,omid:br/061102295324,omid:br/0660967618,2019-08-29,P13Y4M,no,no
061102295324-0625099268,omid:br/061102295324,omid:br/0625099268,2019-08-29,P1Y8M2D,no,no
061102295324-06502315261,omid:br/061102295324,omid:br/06502315261,2019-08-29,P6Y5M,no,no
061102295324-062101830462,omid:br/061102295324,omid:br/062101830462,2019-08-29,P5Y11M14D,no,no
061102295324-0650513994,omid:br/061102295324,omid:br/0650513994,2019-08-29,P28Y,no,no
061102295324-062502107513,omid:br/061102295324,omid:br/062502107513,2019-08-29,P1Y11M12D,no,no
061102295324-0610117302,omid:br/061102295324,omid:br/0610117302,2019-08-29,P6Y1M,no,no
061102295324-0670205135,omid:br/061102295324,omid:br/0670205135,2019-08-29,P2Y8M28D,no,no
061102295324-062301940042,omid:br/061102295324,omid:br/062301940042,2019-08-29,P10Y,no,no
061102295324-06101502317,omid:br/061102295324,omid:br/06101502317,2019-08-29,P2Y3M,no,no
061102295324-062502107682,omid:br/061102295324,omid:br/062502107682,2019-08-29,P5Y7M20D,no,no
061102295324-061903122143,omid:br/061102295324,omid:br/061903122143,2019-08-29,P12Y1M28D,no,no
061102295324-06603728298,omid:br/061102295324,omid:br/06603728298,2019-08-29,P14Y10M8D,no,no
061102295324-06140557083,omid:br/061102295324,omid:br/06140557083,2019-08-29,P6Y9M,no,no
061102295324-06250327527,omid:br/061102295324,omid:br/06250327527,2019-08-29,P6Y7M,no,no
061102295324-06120198712,omid:br/061102295324,omid:br/06120198712,2019-08-29,P18Y4M,no,no
061102295324-06403087038,omid:br/061102295324,omid:br/06403087038,2019-08-29,P8Y2M6D,no,no
061102322364-061102367727,omid:br/061102322364,omid:br/061102367727,2019,P1Y,no,no
061102322512-0690310121,omid:br/061102322512,omid:br/0690310121,2019,P4Y,no,no
061102322512-061502668150,omid:br/061102322512,omid:br/061502668150,2019,P10Y,no,no
061102322512-06403529130,omid:br/061102322512,omid:br/06403529130,2019,,no,no
061102322512-062301088183,omid:br/061102322512,omid:br/062301088183,2019,P3Y,no,no
061102322512-06303610987,omid:br/061102322512,omid:br/06303610987,2019,P9Y,no,no
061102322512-061103393510,omid:br/061102322512,omid:br/061103393510,2019,P29Y,no,no
061102322512-06403529102,omid:br/061102322512,omid:br/06403529102,2019,,no,no
061102322512-061302218768,omid:br/061102322512,omid:br/061302218768,2019,P9Y,no,no
061102322861-06120997098,omid:br/061102322861,omid:br/06120997098,2019,P9Y,no,yes
061102322935-061902532642,omid:br/061102322935,omid:br/061902532642,2019,P4Y,no,no
061102322979-061701738918,omid:br/061102322979,omid:br/061701738918,2019,P6Y,no,no
061102322979-0690511514,omid:br/061102322979,omid:br/0690511514,2019,P25Y,no,no
061102322979-06301683681,omid:br/061102322979,omid:br/06301683681,2019,P30Y,no,no
061102322979-061302131172,omid:br/061102322979,omid:br/061302131172,2019,P1Y,no,no
061102322979-062301089973,omid:br/061102322979,omid:br/062301089973,2019,P10Y,no,no
061102322979-061902130569,omid:br/061102322979,omid:br/061902130569,2019,P27Y,no,no
061102322979-0690511289,omid:br/061102322979,omid:br/0690511289,2019,P29Y,no,no
061102322979-061501794788,omid:br/061102322979,omid:br/061501794788,2019,P6Y,no,no
061102322979-0650517824,omid:br/061102322979,omid:br/0650517824,2019,P13Y,no,no
061102322979-061502828648,omid:br/061102322979,omid:br/061502828648,2019,P11Y,no,no
061102322979-06204645904,omid:br/061102322979,omid:br/06204645904,2019,,no,no
061102322979-0630517653,omid:br/061102322979,omid:br/0630517653,2019,P17Y,no,no
061102322979-062502563541,omid:br/061102322979,omid:br/062502563541,2019,P14Y,no,no
061102322979-061702138402,omid:br/061102322979,omid:br/061702138402,2019,P20Y,no,no
061102330357-06102953535,omid:br/061102330357,omid:br/06102953535,2018-10-24,P6Y,no,no
061102330357-06202939399,omid:br/061102330357,omid:br/06202939399,2018-10-24,P6Y,no,no
061102330357-06202938587,omid:br/061102330357,omid:br/06202938587,2018-10-24,P6Y,no,no
061102330357-06102953587,omid:br/061102330357,omid:br/06102953587,2018-10-24,P6Y,no,no
061102330357-061503280793,omid:br/061102330357,omid:br/061503280793,2018-10-24,P14Y,no,no
061102330357-06102952672,omid:br/061102330357,omid:br/06102952672,2018-10-24,P6Y,no,no
061102330357-06180334450,omid:br/061102330357,omid:br/06180334450,2018-10-24,P7Y7M16D,no,no
061102330357-061503280988,omid:br/061102330357,omid:br/061503280988,2018-10-24,P14Y,no,no
061102330357-061503280381,omid:br/061102330357,omid:br/061503280381,2018-10-24,P14Y,no,no
061102330357-06180334017,omid:br/061102330357,omid:br/06180334017,2018-10-24,P2Y3M13D,no,no
061102330357-0630612701,omid:br/061102330357,omid:br/0630612701,2018-10-24,P38Y0M,no,no
061102330357-06102953551,omid:br/061102330357,omid:br/06102953551,2018-10-24,P6Y,no,no
061102330357-061502137008,omid:br/061102330357,omid:br/061502137008,2018-10-24,P4Y9M2D,no,no
061102330357-06101421245,omid:br/061102330357,omid:br/06101421245,2018-10-24,P3Y1M16D,no,no
061102330357-06102952664,omid:br/061102330357,omid:br/06102952664,2018-10-24,P6Y,no,no
061102330357-062102006281,omid:br/061102330357,omid:br/062102006281,2018-10-24,P4Y10M8D,no,no
061102369455-06301302508,omid:br/061102369455,omid:br/06301302508,2017-10-18,P28Y,no,no
061102369455-061902140656,omid:br/061102369455,omid:br/061902140656,2017-10-18,P1Y11M20D,no,no
061102369455-06603176250,omid:br/061102369455,omid:br/06603176250,2017-10-18,P1Y6M12D,no,no
061102369455-0680317764,omid:br/061102369455,omid:br/0680317764,2017-10-18,P6Y,no,no
061102400366-0644043958,omid:br/061102400366,omid:br/0644043958,2017-11-22,P310Y5M,no,no
061102924903-06303445206,omid:br/061102924903,omid:br/06303445206,2022,P13Y,no,no
061102924903-06702202043,omid:br/061102924903,omid:br/06702202043,2022,P17Y,no,no
061102924903-06203441106,omid:br/061102924903,omid:br/06203441106,2022,P11Y,no,no
061102924903-06301600301,omid:br/061102924903,omid:br/06301600301,2022,P71Y,no,no
061102924903-061602633893,omid:br/061102924903,omid:br/061602633893,2022,P15Y,no,no
061103019467-06501924121,omid:br/061103019467,omid:br/06501924121,2020-09,P2Y11M,no,no
061103019467-0640520756,omid:br/061103019467,omid:br/0640520756,2020-09,P1Y10M,no,no
061103019467-06602804299,omid:br/061103019467,omid:br/06602804299,2020-09,P4Y,no,no
061103019467-06501519635,omid:br/061103019467,omid:br/06501519635,2020-09,P2Y2M,no,no
061103019467-06180334325,omid:br/061103019467,omid:br/06180334325,2020-09,P6Y7M,no,no
061103019467-06801504932,omid:br/061103019467,omid:br/06801504932,2020-09,P8Y8M,no,no
061103165090-06102953563,omid:br/061103165090,omid:br/06102953563,2020-10,P8Y,no,no
061103165090-062201475223,omid:br/061103165090,omid:br/062201475223,2020-10,P7Y4M,no,no
061103165090-0630183674,omid:br/061103165090,omid:br/0630183674,2020-10,P1Y4M,no,no
061103165090-06160780176,omid:br/061103165090,omid:br/06160780176,2020-10,P2Y4M,no,no
061103165090-0630184054,omid:br/061103165090,omid:br/0630184054,2020-10,P3Y1M,no,no
061103165090-0630184121,omid:br/061103165090,omid:br/0630184121,2020-10,P3Y9M,no,no
061103165090-0620182838,omid:br/061103165090,omid:br/0620182838,2020-10,P0Y9M,no,no
061103165090-062201138781,omid:br/061103165090,omid:br/062201138781,2020-10,P1Y,no,yes
061103165090-061603600015,omid:br/061103165090,omid:br/061603600015,2020-10,,no,no
061103165090-06702256836,omid:br/061103165090,omid:br/06702256836,2020-10,P1Y2M,no,no
061103165090-0630184366,omid:br/061103165090,omid:br/0630184366,2020-10,P4Y8M,no,no
061103165090-0630184393,omid:br/061103165090,omid:br/0630184393,2020-10,P4Y8M,no,no
061103165090-06501816474,omid:br/061103165090,omid:br/06501816474,2020-10,P1Y9M,no,no
061103165090-062601731218,omid:br/061103165090,omid:br/062601731218,2020-10,P0Y5M,no,yes
061103165090-06202938564,omid:br/061103165090,omid:br/06202938564,2020-10,P8Y,no,no
06110324437-06402842967,omid:br/06110324437,omid:br/06402842967,2019,P6Y,no,no
061103403171-06602239737,omid:br/061103403171,omid:br/06602239737,2020-10-15,P14Y,no,no
061103403171-06202769130,omid:br/061103403171,omid:br/06202769130,2020-10-15,P10Y9M,no,no
061103403171-061102490849,omid:br/061103403171,omid:br/061102490849,2020-10-15,P4Y2M,no,no
061103457480-062602411278,omid:br/061103457480,omid:br/062602411278,2022-08-20,P7Y10M28D,no,no
061103457480-061202086804,omid:br/061103457480,omid:br/061202086804,2022-08-20,P3Y,no,no
061103457480-062603401797,omid:br/061103457480,omid:br/062603401797,2022-08-20,,no,no
061103457480-06503546369,omid:br/061103457480,omid:br/06503546369,2022-08-20,P20Y,no,no
061103457480-061602892382,omid:br/061103457480,omid:br/061602892382,2022-08-20,P11Y10M21D,no,no
061103457480-06502244308,omid:br/061103457480,omid:br/06502244308,2022-08-20,P52Y,no,no
061103457480-0630685531,omid:br/061103457480,omid:br/0630685531,2022-08-20,P6Y5M5D,no,no
061103457480-06103007525,omid:br/061103457480,omid:br/06103007525,2022-08-20,P5Y4M14D,no,no
061103457480-06102986689,omid:br/061103457480,omid:br/06102986689,2022-08-20,P8Y1M,no,no
061103457480-061902982402,omid:br/061103457480,omid:br/061902982402,2022-08-20,P10Y,no,no
061103457480-061803236746,omid:br/061103457480,omid:br/061803236746,2022-08-20,P14Y,no,no
061103457480-0690310041,omid:br/061103457480,omid:br/0690310041,2022-08-20,P5Y0M9D,no,no
061103457480-061402331380,omid:br/061103457480,omid:br/061402331380,2022-08-20,,no,no
061103457480-061201935999,omid:br/061103457480,omid:br/061201935999,2022-08-20,P4Y6M11D,no,yes
061103457480-06160185331,omid:br/061103457480,omid:br/06160185331,2022-08-20,P2Y,no,no
061103457480-06201896631,omid:br/061103457480,omid:br/06201896631,2022-08-20,P6Y2M20D,no,no
061103457480-06103007176,omid:br/061103457480,omid:br/06103007176,2022-08-20,P1Y6M25D,no,no
061103457480-06702496421,omid:br/061103457480,omid:br/06702496421,2022-08-20,P1Y2M25D,no,no
061103457480-061701439375,omid:br/061103457480,omid:br/061701439375,2022-08-20,P18Y8M,no,no
061103457480-06303539263,omid:br/061103457480,omid:br/06303539263,2022-08-20,P13Y,no,no
061103457480-06303530173,omid:br/061103457480,omid:br/06303530173,2022-08-20,,no,no
061103457480-061201935689,omid:br/061103457480,omid:br/061201935689,2022-08-20,P1Y1M16D,no,yes
061103457480-062603402388,omid:br/061103457480,omid:br/062603402388,2022-08-20,P18Y,no,no
061103457480-06301613978,omid:br/061103457480,omid:br/06301613978,2022-08-20,P1Y,no,no
061103996048-0630682961,omid:br/061103996048,omid:br/0630682961,2023-08-22,P4Y6M,no,no
061103996048-061301804546,omid:br/061103996048,omid:br/061301804546,2023-08-22,P6Y4M,no,no
061103996048-06160296248,omid:br/061103996048,omid:br/06160296248,2023-08-22,P5Y,no,no
061103996048-06401817891,omid:br/061103996048,omid:br/06401817891,2023-08-22,P9Y3M14D,no,no
061103996048-062303051013,omid:br/061103996048,omid:br/062303051013,2023-08-22,P3Y0M26D,no,no
061103996048-061702240563,omid:br/061103996048,omid:br/061702240563,2023-08-22,P8Y4M21D,no,no
061103996048-061602150250,omid:br/061103996048,omid:br/061602150250,2023-08-22,P9Y,no,no
061103996048-061302146333,omid:br/061103996048,omid:br/061302146333,2023-08-22,P35Y,no,no
061103996048-062050024,omid:br/061103996048,omid:br/062050024,2023-08-22,P7Y,no,no
061103996048-061501154915,omid:br/061103996048,omid:br/061501154915,2023-08-22,P19Y,no,no
061103996048-061602260743,omid:br/061103996048,omid:br/061602260743,2023-08-22,P7Y2M,no,no
061103996048-061802397730,omid:br/061103996048,omid:br/061802397730,2023-08-22,P19Y5M21D,no,no
061103996048-06110124358,omid:br/061103996048,omid:br/06110124358,2023-08-22,P7Y1M,no,no
061103996048-061802397638,omid:br/061103996048,omid:br/061802397638,2023-08-22,P6Y9M6D,no,no
061103996048-06210296716,omid:br/061103996048,omid:br/06210296716,2023-08-22,P10Y6M2D,no,no
061103996048-062601028193,omid:br/061103996048,omid:br/062601028193,2023-08-22,P11Y8M2D,no,no
061103996048-06150952934,omid:br/061103996048,omid:br/06150952934,2023-08-22,P21Y,no,no
061103996048-06260496676,omid:br/061103996048,omid:br/06260496676,2023-08-22,P9Y2M23D,no,no
061103996048-0624049979,omid:br/061103996048,omid:br/0624049979,2023-08-22,P27Y7M22D,no,no
061103996048-061702063337,omid:br/061103996048,omid:br/061702063337,2023-08-22,P29Y2M,no,no
061103996048-062602817212,omid:br/061103996048,omid:br/062602817212,2023-08-22,P10Y4M17D,no,no
061103996048-061803053611,omid:br/061103996048,omid:br/061803053611,2023-08-22,P65Y1M7D,no,no
061103996048-062203416771,omid:br/061103996048,omid:br/062203416771,2023-08-22,P20Y5M9D,no,no
061103996048-061501059211,omid:br/061103996048,omid:br/061501059211,2023-08-22,P18Y8M,no,no
061103996048-062201688314,omid:br/061103996048,omid:br/062201688314,2023-08-22,P8Y2M20D,no,no
061103996048-06403689308,omid:br/061103996048,omid:br/06403689308,2023-08-22,P21Y,no,no
061103996048-061203301267,omid:br/061103996048,omid:br/061203301267,2023-08-22,P16Y8M9D,no,no
061103996048-06170116128,omid:br/061103996048,omid:br/06170116128,2023-08-22,P16Y4M,no,no
061103996048-06130291750,omid:br/061103996048,omid:br/06130291750,2023-08-22,P8Y6M27D,no,no
061103996048-061702063886,omid:br/061103996048,omid:br/061702063886,2023-08-22,P23Y,no,no
061103996048-0670353901,omid:br/061103996048,omid:br/0670353901,2023-08-22,P67Y2M,no,no
061103996048-06203477529,omid:br/061103996048,omid:br/06203477529,2023-08-22,P10Y5M11D,no,no
061103996048-062401967128,omid:br/061103996048,omid:br/062401967128,2023-08-22,P4Y1M11D,no,no
061103996048-06302944892,omid:br/061103996048,omid:br/06302944892,2023-08-22,P9Y,no,no
061103996048-06180400452,omid:br/061103996048,omid:br/06180400452,2023-08-22,P8Y10M,no,no
061103996048-06601198136,omid:br/061103996048,omid:br/06601198136,2023-08-22,P12Y3M21D,no,no
061103996048-0660816265,omid:br/061103996048,omid:br/0660816265,2023-08-22,P13Y9M,no,no
061103996048-0620637454,omid:br/061103996048,omid:br/0620637454,2023-08-22,P9Y1M,no,no
061103996048-061802397561,omid:br/061103996048,omid:br/061802397561,2023-08-22,P4Y10M26D,no,no
061103996048-06303609214,omid:br/061103996048,omid:br/06303609214,2023-08-22,P22Y2M18D,no,no
061103996048-0650176708,omid:br/061103996048,omid:br/0650176708,2023-08-22,P70Y2M,no,no
061103996048-06402225939,omid:br/061103996048,omid:br/06402225939,2023-08-22,P2Y0M,no,yes
061103996048-062601028195,omid:br/061103996048,omid:br/062601028195,2023-08-22,P11Y8M2D,no,no
061103996048-061901022552,omid:br/061103996048,omid:br/061901022552,2023-08-22,P2Y11M27D,no,no
061103996048-061203300893,omid:br/061103996048,omid:br/061203300893,2023-08-22,P9Y7M1D,no,no
061104407089-061504320881,omid:br/061104407089,omid:br/061504320881,2024-03,,no,no
061104407089-063040389,omid:br/061104407089,omid:br/063040389,2024-03,P2Y6M,no,no
061104407089-061504320882,omid:br/061104407089,omid:br/061504320882,2024-03,,no,no
061104407089-062602205651,omid:br/061104407089,omid:br/062602205651,2024-03,P6Y4M,no,no
061104437327-06801191675,omid:br/061104437327,omid:br/06801191675,2024,P6Y,no,no
061104460443-062402275050,omid:br/061104460443,omid:br/062402275050,2024-09-27,P5Y2M,no,no
061104460443-062101685645,omid:br/061104460443,omid:br/062101685645,2024-09-27,P3Y,no,no
061104460443-061202647746,omid:br/061104460443,omid:br/061202647746,2024-09-27,P10Y,no,no
061104460443-06202658599,omid:br/061104460443,omid:br/06202658599,2024-09-27,P4Y11M11D,no,no
061104460443-0690309880,omid:br/061104460443,omid:br/0690309880,2024-09-27,P2Y6M30D,no,no
061104460443-06102752195,omid:br/061104460443,omid:br/06102752195,2024-09-27,P7Y0M,no,no
061104460443-062201138781,omid:br/061104460443,omid:br/062201138781,2024-09-27,P5Y,no,no
061104460443-062601731292,omid:br/061104460443,omid:br/062601731292,2024-09-27,P5Y10M26D,no,no
061104460443-061702418585,omid:br/061104460443,omid:br/061702418585,2024-09-27,P12Y,no,no
061104460443-061201935726,omid:br/061104460443,omid:br/061201935726,2024-09-27,P3Y6M8D,no,no
061104460443-06701717847,omid:br/061104460443,omid:br/06701717847,2024-09-27,P9Y2M2D,no,no
061104460443-06180333709,omid:br/061104460443,omid:br/06180333709,2024-09-27,P4Y4M23D,no,no
061104460443-06102779072,omid:br/061104460443,omid:br/06102779072,2024-09-27,P8Y,no,no
061104460443-06180334439,omid:br/061104460443,omid:br/06180334439,2024-09-27,P13Y5M1D,no,no
061104460443-062202882738,omid:br/061104460443,omid:br/062202882738,2024-09-27,P14Y,no,no
061104460443-0630604292,omid:br/061104460443,omid:br/0630604292,2024-09-27,P4Y,no,no
061104460443-062502547642,omid:br/061104460443,omid:br/062502547642,2024-09-27,P10Y2M,no,no
061104467789-061401809832,omid:br/061104467789,omid:br/061401809832,2024-03-14,P4Y11M6D,no,no
061104467789-061101836242,omid:br/061104467789,omid:br/061101836242,2024-03-14,P3Y11M23D,no,no
06110842451-06190364116,omid:br/06110842451,omid:br/06190364116,2020-09-15,P5Y3M3D,no,no
06110842451-061702614493,omid:br/06110842451,omid:br/061702614493,2020-09-15,P6Y,no,no
06110842451-06160185337,omid:br/06110842451,omid:br/06160185337,2020-09-15,P3Y5M10D,no,no
06110842451-06190364117,omid:br/06110842451,omid:br/06190364117,2020-09-15,P5Y3M4D,no,no
06110842451-062103045165,omid:br/06110842451,omid:br/062103045165,2020-09-15,P5Y9M7D,no,no
06110842451-061601670739,omid:br/06110842451,omid:br/061601670739,2020-09-15,P8Y3M3D,no,no
06110842451-061701920450,omid:br/06110842451,omid:br/061701920450,2020-09-15,P5Y3M10D,no,no
06110842451-06601102269,omid:br/06110842451,omid:br/06601102269,2020-09-15,P4Y2M,no,no
06110842451-06402161507,omid:br/06110842451,omid:br/06402161507,2020-09-15,P1Y2M16D,no,no
06110842451-062102751331,omid:br/06110842451,omid:br/062102751331,2020-09-15,P8Y,no,no
06110842451-062602929476,omid:br/06110842451,omid:br/062602929476,2020-09-15,P6Y11M,no,no
06110842451-06220395287,omid:br/06110842451,omid:br/06220395287,2020-09-15,P2Y,no,no
06110842451-062401240153,omid:br/06110842451,omid:br/062401240153,2020-09-15,P1Y1M4D,no,no
06110895988-06140760276,omid:br/06110895988,omid:br/06140760276,2013,P1Y,no,no
06110895988-0630567884,omid:br/06110895988,omid:br/0630567884,2013,P1Y,no,no
06110895992-06502773130,omid:br/06110895992,omid:br/06502773130,2013,P3Y,no,no
06110895992-06180334439,omid:br/06110895992,omid:br/06180334439,2013,P1Y,no,no
06110895992-0630567884,omid:br/06110895992,omid:br/0630567884,2013,P1Y,no,no
06110895992-06401096940,omid:br/06110895992,omid:br/06401096940,2013,P2Y,no,no
06110895992-062502833160,omid:br/06110895992,omid:br/062502833160,2013,P4Y,no,no
06110895993-06401096760,omid:br/06110895993,omid:br/06401096760,2013,P0Y,no,no
06110895993-0630567884,omid:br/06110895993,omid:br/0630567884,2013,P1Y,no,no
06110920568-061202786972,omid:br/06110920568,omid:br/061202786972,2013-04,P16Y,no,no
06110920568-06190352167,omid:br/06110920568,omid:br/06190352167,2013-04,P1Y10M,no,no
06110920568-06110920589,omid:br/06110920568,omid:br/06110920589,2013-04,P6Y0M,yes,no
06110920568-06120911325,omid:br/06110920568,omid:br/06120911325,2013-04,P2Y9M,yes,no
06110920568-06220343079,omid:br/06110920568,omid:br/06220343079,2013-04,P2Y3M,no,no
06110920568-06170345127,omid:br/06110920568,omid:br/06170345127,2013-04,P1Y5M,no,no
06110920568-06120478844,omid:br/06110920568,omid:br/06120478844,2013-04,P2Y2M,no,no
06110920568-06603018896,omid:br/06110920568,omid:br/06603018896,2013-04,P1Y4M,no,no
06110920568-06120911784,omid:br/06110920568,omid:br/06120911784,2013-04,P4Y3M,yes,no
06110920568-062401505423,omid:br/06110920568,omid:br/062401505423,2013-04,P4Y8M,no,no
06110920568-062403085426,omid:br/06110920568,omid:br/062403085426,2013-04,P5Y,no,no
061201742215-061202651158,omid:br/061201742215,omid:br/061202651158,2022-06-08,P6Y6M,no,yes
061201742215-06220828677,omid:br/061201742215,omid:br/06220828677,2022-06-08,P3Y2M0D,no,no
061201742215-061102184500,omid:br/061201742215,omid:br/061102184500,2022-06-08,P4Y5M13D,no,no
061201742215-062602261212,omid:br/061201742215,omid:br/062602261212,2022-06-08,P5Y,no,no
061201742215-06180185903,omid:br/061201742215,omid:br/06180185903,2022-06-08,P0Y3M17D,no,no
061201742215-062601349282,omid:br/061201742215,omid:br/062601349282,2022-06-08,P7Y8M6D,no,yes
061201742215-061401642709,omid:br/061201742215,omid:br/061401642709,2022-06-08,P4Y7M9D,no,no
061201742215-06501253279,omid:br/061201742215,omid:br/06501253279,2022-06-08,P4Y8M,no,yes
061201742215-061401792728,omid:br/061201742215,omid:br/061401792728,2022-06-08,P12Y3M16D,no,no
061201742215-06702441100,omid:br/061201742215,omid:br/06702441100,2022-06-08,P6Y8M14D,no,no
061201742215-06180579238,omid:br/061201742215,omid:br/06180579238,2022-06-08,P2Y3M7D,no,yes
061201742215-06170659971,omid:br/061201742215,omid:br/06170659971,2022-06-08,P10Y7M,no,no
061201742215-06103261712,omid:br/061201742215,omid:br/06103261712,2022-06-08,P19Y9M,no,no
061201742215-06701086961,omid:br/061201742215,omid:br/06701086961,2022-06-08,P7Y,no,no
061201742215-0620772387,omid:br/061201742215,omid:br/0620772387,2022-06-08,P21Y11M,no,no
061201742215-0670563802,omid:br/061201742215,omid:br/0670563802,2022-06-08,P19Y8M20D,no,no
061201742215-061503590852,omid:br/061201742215,omid:br/061503590852,2022-06-08,,no,no
061201742215-061602347747,omid:br/061201742215,omid:br/061602347747,2022-06-08,P3Y11M13D,no,no
061201742215-061302656631,omid:br/061201742215,omid:br/061302656631,2022-06-08,P0Y9M9D,no,no
061201742215-06401414433,omid:br/061201742215,omid:br/06401414433,2022-06-08,P20Y,no,no
061201742215-0650413397,omid:br/061201742215,omid:br/0650413397,2022-06-08,P17Y10M,no,no
061201742215-061301803550,omid:br/061201742215,omid:br/061301803550,2022-06-08,P9Y0M15D,no,no
061201742215-062102082600,omid:br/061201742215,omid:br/062102082600,2022-06-08,P0Y11M9D,no,no
061201742215-06301889483,omid:br/061201742215,omid:br/06301889483,2022-06-08,P2Y10M,no,yes
061201742215-0690295267,omid:br/061201742215,omid:br/0690295267,2022-06-08,P7Y4M,no,no
061201742215-062502151007,omid:br/061201742215,omid:br/062502151007,2022-06-08,P3Y5M,no,yes
061201742215-061102473471,omid:br/061201742215,omid:br/061102473471,2022-06-08,P5Y7M,no,yes
061201742215-06701342685,omid:br/061201742215,omid:br/06701342685,2022-06-08,P20Y2M,no,no
061201742215-061104242673,omid:br/061201742215,omid:br/061104242673,2022-06-08,,no,no
061201742449-06502702591,omid:br/061201742449,omid:br/06502702591,2022-01-21,P3Y3M,no,no
061201742449-061202088904,omid:br/061201742449,omid:br/061202088904,2022-01-21,P8Y8M1D,no,no
061201742449-061502367553,omid:br/061201742449,omid:br/061502367553,2022-01-21,P4Y4M,no,no
061201742449-06180881153,omid:br/061201742449,omid:br/06180881153,2022-01-21,P10Y,no,no
061201742449-061701439088,omid:br/061201742449,omid:br/061701439088,2022-01-21,P8Y8M,no,no
061201742449-061503404761,omid:br/061201742449,omid:br/061503404761,2022-01-21,P1Y1M22D,no,no
061201742449-062603423484,omid:br/061201742449,omid:br/062603423484,2022-01-21,P1Y1M22D,no,no
061201742449-061202088936,omid:br/061201742449,omid:br/061202088936,2022-01-21,P7Y10M3D,no,no
061201742449-06601102284,omid:br/061201742449,omid:br/06601102284,2022-01-21,P6Y2M,no,no
061201742449-061301743922,omid:br/061201742449,omid:br/061301743922,2022-01-21,P2Y7M29D,yes,no
061201742449-061903598145,omid:br/061201742449,omid:br/061903598145,2022-01-21,,no,no
061201742449-062101897250,omid:br/061201742449,omid:br/062101897250,2022-01-21,P18Y7M20D,no,no
061201742449-06102133237,omid:br/061201742449,omid:br/06102133237,2022-01-21,P9Y,no,no
061201742449-06230944348,omid:br/061201742449,omid:br/06230944348,2022-01-21,P5Y0M26D,no,no
061201742449-06801861520,omid:br/061201742449,omid:br/06801861520,2022-01-21,P1Y5M26D,no,no
061201742449-061301743787,omid:br/061201742449,omid:br/061301743787,2022-01-21,P2Y3M5D,yes,no
061201742589-06501878585,omid:br/061201742589,omid:br/06501878585,2021-10-21,P7Y,no,no
061201742589-061302304131,omid:br/061201742589,omid:br/061302304131,2021-10-21,P3Y0M6D,no,no
061201742589-061401586968,omid:br/061201742589,omid:br/061401586968,2021-10-21,P6Y9M11D,no,no
061201742589-062101477608,omid:br/061201742589,omid:br/062101477608,2021-10-21,P5Y4M,no,no
061201742589-06702256834,omid:br/061201742589,omid:br/06702256834,2021-10-21,P2Y2M11D,no,yes
061201742589-06401494544,omid:br/061201742589,omid:br/06401494544,2021-10-21,P41Y5M,no,no
061201742589-0618059928,omid:br/061201742589,omid:br/0618059928,2021-10-21,P32Y,no,no
061201742589-0610861308,omid:br/061201742589,omid:br/0610861308,2021-10-21,P3Y11M15D,no,no
061201742589-061902553833,omid:br/061201742589,omid:br/061902553833,2021-10-21,P7Y,no,no
061201742589-06501050380,omid:br/061201742589,omid:br/06501050380,2021-10-21,P11Y7M25D,no,no
061201742589-0620182907,omid:br/061201742589,omid:br/0620182907,2021-10-21,P1Y9M,no,no
061201742589-06401804517,omid:br/061201742589,omid:br/06401804517,2021-10-21,P11Y10M,no,no
061201742589-0640187725,omid:br/061201742589,omid:br/0640187725,2021-10-21,P6Y9M21D,no,no
061201742589-062302788314,omid:br/061201742589,omid:br/062302788314,2021-10-21,P29Y,no,no
061201742589-062601731292,omid:br/061201742589,omid:br/062601731292,2021-10-21,P2Y11M20D,no,no
061201742589-06702256836,omid:br/061201742589,omid:br/06702256836,2021-10-21,P2Y2M21D,no,no
061201742589-06702256830,omid:br/061201742589,omid:br/06702256830,2021-10-21,P2Y1M20D,no,no
061201742589-062102271720,omid:br/061201742589,omid:br/062102271720,2021-10-21,P2Y,no,no
061201742589-061603871602,omid:br/061201742589,omid:br/061603871602,2021-10-21,P0Y7M4D,no,no
061201742589-0640187910,omid:br/061201742589,omid:br/0640187910,2021-10-21,P7Y10M,no,no
061201742589-0620338867,omid:br/061201742589,omid:br/0620338867,2021-10-21,P23Y1M,no,no
061201742589-0640187678,omid:br/061201742589,omid:br/0640187678,2021-10-21,P6Y9M21D,no,no
061201742589-061602562681,omid:br/061201742589,omid:br/061602562681,2021-10-21,P7Y2M,no,no
061201742589-06160780285,omid:br/061201742589,omid:br/06160780285,2021-10-21,P7Y1M5D,no,no
061201742589-06702256846,omid:br/061201742589,omid:br/06702256846,2021-10-21,P2Y5M15D,no,no
061201742589-061202314544,omid:br/061201742589,omid:br/061202314544,2021-10-21,P2Y11M27D,no,no
061201742589-062202937617,omid:br/061201742589,omid:br/062202937617,2021-10-21,P8Y5M24D,no,no
061201742589-062601731218,omid:br/061201742589,omid:br/062601731218,2021-10-21,P1Y5M20D,no,yes
061201742589-0690309941,omid:br/061201742589,omid:br/0690309941,2021-10-21,P0Y4M,no,yes
061201742589-061102246680,omid:br/061201742589,omid:br/061102246680,2021-10-21,P3Y9M8D,no,no
061201742589-0620182499,omid:br/061201742589,omid:br/0620182499,2021-10-21,P0Y8M,no,no
061201742589-0640188322,omid:br/061201742589,omid:br/0640188322,2021-10-21,P9Y1M,no,no
061201742589-06703974825,omid:br/061201742589,omid:br/06703974825,2021-10-21,,no,no
